customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-000362,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.43,3216.69,Yes
CUST-000363,Male,0,Yes,No,16,Yes,No phone service,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),81.11,1386.16,Yes
CUST-000364,Female,1,No,No,65,Yes,Yes,No,No,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,22.09,1546.62,No
CUST-000365,Female,0,No,No,8,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),65.1,443.6,Yes
CUST-000366,Female,0,No,Yes,37,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,71.27,2279.03,Yes
CUST-000367,Male,0,No,No,34,No,Yes,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),39.86,1565.62,No
CUST-000368,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),32.24,828.97,Yes
CUST-000369,Female,0,Yes,No,1,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,37.22,26.35,No
CUST-000370,Female,0,No,Yes,56,Yes,Yes,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),53.1,2833.35,No
CUST-000371,Female,0,No,No,24,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,27.87,879.02,Yes
CUST-000372,Male,0,Yes,No,48,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),114.63,3461.15,Yes
CUST-000373,Male,0,Yes,No,29,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.31,2208.69,Yes
CUST-000374,Male,0,Yes,No,27,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),100.51,1982.52,Yes
CUST-000375,Male,1,No,No,64,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Credit card (automatic),117.39,7556.53,No
CUST-000376,Male,1,No,No,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),26.23,147.85,No
CUST-000377,Male,0,No,Yes,53,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,84.47,2722.42,No
CUST-000378,Male,0,Yes,No,54,Yes,No,No,No internet service,No,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),106.88,7689.5,Yes
CUST-000379,Male,0,No,Yes,27,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,82.69,2152.12,Yes
CUST-000380,Male,1,Yes,No,19,No,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),61.76,1599.89,Yes
CUST-000381,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.97,51.4,No
CUST-000382,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,21.66,1904.46,No
CUST-000383,Male,0,Yes,No,69,Yes,Yes,No,No,No,No,No,No internet service,No,One year,Yes,Electronic check,72.53,6695.67,Yes
CUST-000384,Male,0,Yes,Yes,17,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,119.34,2121.02,No
CUST-000385,Female,0,No,No,2,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),115.79,176.5,No
CUST-000386,Male,0,Yes,No,8,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),22.12,203.19,Yes
CUST-000387,Female,0,No,Yes,4,No,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),89.99,374.06,Yes
CUST-000388,Male,1,Yes,No,60,Yes,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,48.78,3967.64,No
CUST-000389,Male,0,No,No,65,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),110.1,6808.82,Yes
CUST-000390,Male,1,No,No,11,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,22.6,202.56,Yes
CUST-000391,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,113.46,4353.91,No
CUST-000392,Male,1,No,No,13,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,103.42,1558.1,No
CUST-000393,Female,0,No,No,26,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Two year,No,Mailed check,29.99,1075.49,No
CUST-000394,Male,0,No,No,43,No,No,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),24.1,645.28,Yes
CUST-000395,Female,0,Yes,Yes,52,Yes,No phone service,No,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,103.14,6394.94,No
CUST-000396,Male,1,Yes,Yes,63,Yes,No phone service,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,33.89,2864.29,Yes
CUST-000397,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,72.56,143.63,Yes
CUST-000398,Female,0,Yes,No,14,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,111.41,1073.31,Yes
CUST-000399,Female,0,Yes,No,20,No,Yes,No,No,No,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),75.88,1750.65,No
CUST-000400,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.52,1439.84,No
CUST-000401,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Mailed check,63.39,2989.76,No
CUST-000402,Female,0,Yes,Yes,56,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,24.44,1734.8,Yes
CUST-000403,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),116.81,2736.97,Yes
CUST-000404,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),49.69,4611.38,Yes
CUST-000405,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),37.32,1749.79,Yes
CUST-000406,Female,0,No,No,36,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No internet service,One year,No,Mailed check,47.18,2123.11,Yes
CUST-000407,Male,0,No,No,31,Yes,No,No,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,116.37,3653.35,No
CUST-000408,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,27.62,221.34,No
CUST-000409,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,106.46,7273.89,Yes
CUST-000410,Female,0,Yes,No,1,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,90.2,61.39,Yes
CUST-000411,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),102.66,1388.47,Yes
CUST-000412,Female,0,No,No,16,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),117.54,1329.95,Yes
CUST-000413,Male,0,Yes,No,20,No,No,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),103.9,2096.57,Yes
CUST-000414,Male,0,No,No,9,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),114.22,661.51,Yes
CUST-000415,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,One year,No,Credit card (automatic),30.95,25.99,Yes
CUST-000416,Male,0,No,No,49,Yes,No,No,No,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,99.17,3817.8,No
CUST-000417,Male,1,No,No,70,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.66,5651.33,Yes
CUST-000418,Male,0,Yes,No,8,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,73.44,722.31,Yes
CUST-000419,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,109.69,1487.69,Yes
CUST-000420,Male,0,No,Yes,36,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),117.12,5397.85,No
CUST-000421,Female,0,Yes,No,67,No,No,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,89.89,7760.85,Yes
CUST-000422,Female,0,No,No,50,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),67.26,2938.64,Yes
CUST-000423,Male,1,Yes,No,55,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),64.55,4001.85,No
CUST-000424,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,57.41,2223.36,Yes
CUST-000425,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.88,1190.93,No
CUST-000426,Female,0,No,Yes,14,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,One year,No,Electronic check,57.93,829.62,No
CUST-000427,Female,1,Yes,No,63,No,No,No,No,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,27.15,1144.44,Yes
CUST-000428,Female,0,No,Yes,58,No,No,DSL,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,25.9,1957.03,No
CUST-000429,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,97.55,130.66,Yes
CUST-000430,Male,1,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,63.5,4151.57,No
CUST-000431,Male,1,Yes,No,6,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),112.93,711.47,Yes
CUST-000432,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.45,4460.32,No
CUST-000433,Female,0,No,No,60,Yes,No,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Credit card (automatic),21.59,1797.61,Yes
CUST-000434,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),34.07,244.79,Yes
CUST-000435,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),38.99,798.65,Yes
CUST-000436,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),117.53,1110.19,No
CUST-000437,Male,0,No,No,41,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,40.31,1426.34,Yes
CUST-000438,Female,0,Yes,No,67,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),70.61,4058.48,No
CUST-000439,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),113.49,343.69,No
CUST-000440,Female,0,No,No,29,Yes,Yes,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,117.67,3675.16,Yes
CUST-000441,Male,0,No,No,71,No,No,No,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,42.11,2425.41,Yes
CUST-000442,Female,0,Yes,No,21,Yes,No,No,No internet service,Yes,No,No,No,No,Two year,No,Credit card (automatic),23.01,362.55,No
CUST-000443,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),33.67,191.62,No
CUST-000444,Female,0,No,No,35,Yes,No,DSL,No internet service,No,Yes,No internet service,No,Yes,One year,No,Mailed check,24.46,763.2,No
CUST-000445,Male,0,No,Yes,37,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Two year,No,Electronic check,37.9,1827.44,No
CUST-000446,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,75.99,3170.92,Yes
CUST-000447,Male,1,No,No,22,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,111.07,2793.6,No
CUST-000448,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),72.8,6054.15,Yes
CUST-000449,Female,1,Yes,Yes,38,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.85,2682.57,Yes
CUST-000450,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,38.59,970.39,Yes
CUST-000451,Female,0,Yes,No,70,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.66,8047.07,Yes
CUST-000452,Male,0,Yes,No,67,No,No,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),81.01,5684.91,No
CUST-000453,Male,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),106.14,2295.66,No
CUST-000454,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),114.78,72.09,Yes
CUST-000455,Female,0,No,Yes,43,No,Yes,No,Yes,No,No,Yes,No internet service,No,Two year,Yes,Electronic check,53.49,3203.29,Yes
CUST-000456,Female,0,No,No,40,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),27.24,1335.66,No
CUST-000457,Male,0,No,No,10,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),41.04,554.06,Yes
CUST-000458,Female,0,Yes,No,46,Yes,No,No,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),62.66,3810.03,Yes
CUST-000459,Female,0,Yes,No,61,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,114.46,4303.42,Yes
CUST-000460,Female,0,No,No,7,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,56.59,488.62,Yes
CUST-000461,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),96.62,4827.88,No
CUST-000462,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,73.13,900.7,Yes
CUST-000463,Female,0,No,Yes,54,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),36.65,1198.09,Yes
CUST-000464,Female,0,No,Yes,30,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No,One year,No,Credit card (automatic),50.71,1263.53,No
CUST-000465,Female,0,Yes,No,0,Yes,Yes,No,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),84.63,101.65,Yes
CUST-000466,Male,0,Yes,No,70,Yes,No,DSL,No,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),86.63,7485.63,No
CUST-000467,Female,0,Yes,No,12,Yes,No,DSL,No internet service,Yes,No,No,No,No,One year,Yes,Credit card (automatic),62.35,819.86,Yes
CUST-000468,Male,0,No,No,43,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),41.32,1494.26,Yes
CUST-000469,Male,0,No,No,13,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.63,1010.47,Yes
CUST-000470,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,35.23,3290.2,Yes
CUST-000471,Female,0,Yes,No,53,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,113.54,5724.98,Yes
CUST-000472,Female,0,No,No,58,Yes,No phone service,No,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,37.17,2064.67,No
CUST-000473,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,28.95,935.02,No
CUST-000474,Female,0,No,No,34,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.76,2168.58,No
CUST-000475,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,70.99,3403.14,Yes
CUST-000476,Male,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.84,3765.39,Yes
CUST-000477,Female,0,Yes,No,61,No,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,62.54,4812.06,Yes
CUST-000478,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),119.47,158.57,Yes
CUST-000479,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,One year,No,Bank transfer (automatic),67.6,4366.49,Yes
CUST-000480,Female,1,Yes,No,7,Yes,No,No,No,Yes,No internet service,No,No,No,Two year,Yes,Credit card (automatic),66.75,491.28,No
CUST-000481,Male,0,No,No,21,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.02,1222.11,No
CUST-000482,Female,0,No,No,60,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,24.82,1733.71,Yes
CUST-000483,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),78.48,1794.98,No
CUST-000484,Male,0,No,Yes,58,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,41.25,2513.05,No
CUST-000485,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),83.04,3178.73,Yes
CUST-000486,Female,1,Yes,No,16,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,23.19,445.17,No
CUST-000487,Female,0,Yes,No,24,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No,Two year,Yes,Credit card (automatic),118.1,3234.38,Yes
CUST-000488,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,65.84,2994.57,Yes
CUST-000489,Male,0,Yes,No,55,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.47,4617.49,No
CUST-000490,Female,1,No,No,44,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,66.51,2922.63,No
CUST-000491,Male,0,Yes,No,68,Yes,Yes,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,24.15,1758.16,Yes
CUST-000492,Female,0,No,Yes,63,Yes,No,No,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),101.87,3863.41,Yes
CUST-000493,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,84.11,5835.35,No
CUST-000494,Female,0,No,No,44,No,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,97.74,4679.09,Yes
CUST-000495,Female,0,No,Yes,21,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,Two year,No,Credit card (automatic),61.67,910.83,No
CUST-000496,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,83.07,3122.81,No
CUST-000497,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,105.34,989.05,Yes
CUST-000498,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.37,2683.55,No
CUST-000499,Female,0,No,No,67,No,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,53.46,3272.47,No
CUST-000500,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),85.58,3404.73,No
CUST-000501,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,86.53,644.63,Yes
CUST-000502,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,115.98,5758.54,Yes
CUST-000503,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,55.83,2346.87,Yes
CUST-000504,Male,0,Yes,No,63,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Mailed check,61.36,4313.71,No
CUST-000505,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),100.84,2368.81,No
CUST-000506,Female,0,No,No,33,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.59,2419.76,No
CUST-000507,Female,0,No,No,38,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),93.13,3529.2,No
CUST-000508,Male,0,Yes,Yes,18,Yes,No,No,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.89,1457.63,Yes
CUST-000509,Male,0,No,No,19,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,39.98,869.84,Yes
CUST-000510,Male,0,Yes,Yes,17,No,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),94.01,1314.43,No
CUST-000511,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,31.38,3089.13,Yes
CUST-000512,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,38.26,2408.62,No
CUST-000513,Female,0,Yes,No,61,No,No,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,81.94,6949.45,Yes
CUST-000514,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),94.22,7654.77,Yes
CUST-000515,Female,0,Yes,Yes,70,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,109.26,10211.32,No
CUST-000516,Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),45.8,386.1,Yes
CUST-000517,Female,0,Yes,No,64,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,29.29,2038.67,Yes
CUST-000518,Male,0,Yes,No,4,No,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,115.52,340.89,Yes
CUST-000519,Female,0,No,No,34,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),33.75,1187.3,Yes
CUST-000520,Female,0,Yes,No,43,Yes,No,DSL,No,No internet service,No,Yes,No,No internet service,One year,Yes,Mailed check,38.16,1989.24,No
CUST-000521,Female,0,Yes,No,26,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,47.72,1261.42,No
CUST-000522,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),72.0,932.11,No
CUST-000523,Female,0,Yes,No,14,No,No,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,108.05,1040.32,Yes
CUST-000524,Male,0,No,Yes,60,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,95.58,5188.57,Yes
CUST-000525,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.23,2085.19,No
CUST-000526,Male,0,Yes,No,22,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),35.87,746.42,No
CUST-000527,Male,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,54.48,2507.18,No
CUST-000528,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),66.8,482.85,Yes
CUST-000529,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,No,Mailed check,33.04,2769.62,Yes
CUST-000530,Female,0,Yes,Yes,67,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,45.89,3036.22,No
CUST-000531,Female,0,Yes,No,43,No,No,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,49.45,1358.69,No
CUST-000532,Male,0,Yes,Yes,12,No,Yes,DSL,No,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),30.98,227.96,Yes
CUST-000533,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,74.12,798.02,Yes
CUST-000534,Female,1,Yes,No,20,Yes,Yes,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,89.91,1315.39,No
CUST-000535,Female,0,Yes,No,42,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),25.13,1228.66,Yes
